,event,position,athelete,country,mark,sex,event_number
49,Marathon,50,ANGELINA CORNELIO,GUA,3:12:21,women,8
50,Marathon,51,HERLINDA XOL,GUA,3:14:29,women,8
51,Marathon,52,LINDIWE MAZIYA,SWZ,3:23:19,women,8
0,Triple Jump,1,ZDZISLAW HOFFMANN,POL,17.42,men,1
1,Triple Jump,2,WILLIE BANKS,USA,17.18,men,1
2,Triple Jump,3,AJAYI AGBEBAKU,NGR,17.18,men,1
3,Triple Jump,4,MIKE CONLEY,USA,17.13,men,1
4,Triple Jump,5,VLASTIMIL MARINEC,TCH,17.13,men,1
5,Triple Jump,6,JÁN CADO,TCH,17.06,men,1
6,Triple Jump,7,BÉLA BAKOSI,HUN,16.83,men,1
7,Triple Jump,8,AL JOYNER,USA,16.76,men,1
8,Triple Jump,9,PETER BOUSCHEN,FRG,16.7,men,1
9,Triple Jump,10,GENNADIY VALYUKEVICH,URS,16.41,men,1
10,Triple Jump,11,BEDROS BEDROSIAN,ROU,16.18,men,1
11,Triple Jump,12,STEVE HANNA,BAH,14.96,men,1
0,Marathon,1,PAULA RADCLIFFE,GBR,2:20:57,women,10
1,Marathon,2,CATHERINE NDEREBA,KEN,2:22:01,women,10
2,Marathon,3,CONSTANTINA DITA,ROU,2:23:19,women,10
3,Marathon,4,DERARTU TULU,ETH,2:23:30,women,10
4,Marathon,5,CHUNXIU ZHOU,CHN,2:24:12,women,10
5,Marathon,6,YUMIKO HARA,JPN,2:24:20,women,10
6,Marathon,7,RITA JEPTOO SITIENEI,KEN,2:24:22,women,10
7,Marathon,8,HARUMI HIROYAMA-SUZUKI,JPN,2:25:46,women,10
8,Marathon,9,HELLEN JEMAIYO KIMUTAI,KEN,2:26:14,women,10
9,Marathon,10,MEGUMI OSHIMA,JPN,2:26:29,women,10
10,Marathon,11,MADAÍ PÉREZ,MEX,2:26:50,women,10
11,Marathon,12,HALINA KARNATSEVICH,BLR,2:27:14,women,10
12,Marathon,13,DOROTA GRUCA,POL,2:27:46,women,10
13,Marathon,14,YONG-OK JONG,PRK,2:29:43,women,10
14,Marathon,15,MARI OZAKI,JPN,2:30:28,women,10
15,Marathon,16,ASHA GIGI,ETH,2:30:38,women,10
16,Marathon,17,RYOKO EDA,JPN,2:31:16,women,10
17,Marathon,18,MARA YAMAUCHI,GBR,2:31:26,women,10
18,Marathon,19,ROSARIA CONSOLE,ITA,2:32:47,women,10
19,Marathon,20,ALINA IVANOVA,RUS,2:32:53,women,10
20,Marathon,21,AURICA BUIA,ROU,2:33:20,women,10
21,Marathon,22,SHITAYE GEMECHU,ETH,2:34:01,women,10
22,Marathon,23,SONG-SUK OH,PRK,2:34:07,women,10
23,Marathon,24,GUM-HWA RYANG,PRK,2:34:35,women,10
24,Marathon,25,HAYLEY HAINING,GBR,2:34:41,women,10
25,Marathon,26,TURENA JOHNSON-LANE,USA,2:34:43,women,10
26,Marathon,27,ANNA PICHRTOVÁ,CZE,2:34:45,women,10
27,Marathon,28,KIRSTEN MARATHON MELKEVIK,NOR,2:35:08,women,10
28,Marathon,29,BEATRICE OMWANZA,KEN,2:35:48,women,10
29,Marathon,30,JILL BOAZ,USA,2:36:29,women,10
30,Marathon,31,ISABEL EIZMENDI,ESP,2:36:41,women,10
31,Marathon,32,ANA DIAS,POR,2:36:50,women,10
32,Marathon,33,SHIREEN CRUMPTON,NZL,2:37:03,women,10
33,Marathon,34,IRINA PERMITINA,RUS,2:38:16,women,10
34,Marathon,35,EMILY LEVAN,USA,2:38:32,women,10
35,Marathon,36,JENNIFER CRAIN,USA,2:39:02,women,10
36,Marathon,37,DIRE TUNE,ETH,2:39:13,women,10
37,Marathon,38,NADEZHDA WIJENBERG,NED,2:39:36,women,10
38,Marathon,39,LIZA HUNTER-GALVAN,NZL,2:39:47,women,10
39,Marathon,40,TEGLA LOROUPE,KEN,2:39:58,women,10
40,Marathon,41,NADIA EJJAFINI,BRN,2:41:51,women,10
41,Marathon,42,MAIJA ORAVAMÄKI,FIN,2:43:31,women,10
42,Marathon,43,CLARISSE RASOARIZAY,MAD,2:43:58,women,10
43,Marathon,44,JUNG-HEE OH,KOR,2:47:42,women,10
44,Marathon,45,REBECCA MOORE,NZL,2:50:36,women,10
45,Marathon,46,EPIPHANIE NYIRABARAME,RWA,2:52:11,women,10
46,Marathon,47,HAFIDA NARMOUCH,MAR,2:52:41,women,10
47,Marathon,48,MULU SEBOKA,ETH,2:53:08,women,10
48,Marathon,49,NILI ABRAMSKI,ISR,2:54:08,women,10
49,Marathon,50,MARY AKOR BASLEY,USA,2:57:18,women,10
50,Marathon,51,MAMOKETE LECHELA,LES,3:03:26,women,10
0,4x400 Metres,1,JAMAICA,JAM,3:19.13,Relay women,15
1,4x400 Metres,2,UNITED STATES,USA,3:19.44,Relay women,15
2,4x400 Metres,3,GREAT BRITAIN & N.I.,GBR,3:23.62,Relay women,15
3,4x400 Metres,4,RUSSIA,RUS,3:24.84,Relay women,15
4,4x400 Metres,5,UKRAINE,UKR,3:25.94,Relay women,15
5,4x400 Metres,6,FRANCE,FRA,3:26.45,Relay women,15
6,4x400 Metres,7,CANADA,CAN,3:27.69,Relay women,15
0,1500 Metres,1,ASBEL KIPROP,KEN,3:35.69,men,13
1,1500 Metres,2,SILAS KIPLAGAT,KEN,3:35.92,men,13
2,1500 Metres,3,MATTHEW CENTROWITZ,USA,3:36.08,men,13
3,1500 Metres,4,MANUEL OLMEDO,ESP,3:36.33,men,13
4,1500 Metres,5,ABDELAATI IGUIDER,MAR,3:36.56,men,13
5,1500 Metres,6,MOHAMED MOUSTAOUI,MAR,3:36.80,men,13
6,1500 Metres,7,MEKONNEN GEBREMEDHIN,ETH,3:36.81,men,13
7,1500 Metres,8,EDUAR VILLANUEVA,VEN,3:37.31,men,13
8,1500 Metres,9,MEHDI BAALA,FRA,3:37.46,men,13
9,1500 Metres,10,CIARAN O'LIONAIRD,IRL,3:37.81,men,13
10,1500 Metres,11,TAREK BOUKENSA,ALG,3:38.05,men,13
11,1500 Metres,12,NICK WILLIS,NZL,3:38.69,men,13
0,50 Kilometres,1,MATEJ TÓTH,SVK,3:40:32,Race Walk men,15
1,50 Kilometres,2,JARED TALLENT,AUS,3:42:17,Race Walk men,15
2,50 Kilometres,3,TAKAYUKI TANII,JPN,3:42:55,Race Walk men,15
3,50 Kilometres,4,HIROOKI ARAI,JPN,3:43:44,Race Walk men,15
4,50 Kilometres,5,ROBERT HEFFERNAN,IRL,3:44:17,Race Walk men,15
5,50 Kilometres,6,LIN ZHANG,CHN,3:44:39,Race Walk men,15
6,50 Kilometres,7,WEI YU,CHN,3:45:21,Race Walk men,15
7,50 Kilometres,8,ANDRÉS CHOCHO,ECU,3:46:00,Race Walk men,15
8,50 Kilometres,9,JESÚS ÁNGEL GARCÍA,ESP,3:46:43,Race Walk men,15
9,50 Kilometres,10,QUENTIN REW,NZL,3:48:48,Race Walk men,15
10,50 Kilometres,11,ADRIAN BLOCKI,POL,3:49:11,Race Walk men,15
11,50 Kilometres,12,EVAN DUNFEE,CAN,3:49:56,Race Walk men,15
12,50 Kilometres,13,CHRIS ERICKSON,AUS,3:51:26,Race Walk men,15
13,50 Kilometres,14,QIANLONG WU,CHN,3:51:35,Race Walk men,15
14,50 Kilometres,15,IVAN BANZERUK,UKR,3:52:15,Race Walk men,15
15,50 Kilometres,16,MARCO DE LUCA,ITA,3:53:02,Race Walk men,15
16,50 Kilometres,17,MATTEO GIUPPONI,ITA,3:53:23,Race Walk men,15
17,50 Kilometres,18,VELI-MATTI PARTANEN,FIN,3:54:28,Race Walk men,15
18,50 Kilometres,19,SERHIY BUDZA,UKR,3:55:10,Race Walk men,15
19,50 Kilometres,20,LUIS FERNANDO LÓPEZ,COL,3:55:43,Race Walk men,15
20,50 Kilometres,21,PEDRO ISIDRO,POR,3:55:44,Race Walk men,15
21,50 Kilometres,22,TADAS ŠUŠKEVICIUS,LTU,3:56:27,Race Walk men,15
22,50 Kilometres,23,CHILSUNG PARK,KOR,3:56:42,Race Walk men,15
23,50 Kilometres,24,HÅVARD HAUKENES,NOR,3:56:50,Race Walk men,15
24,50 Kilometres,25,TEODORICO CAPORASO,ITA,3:56:58,Race Walk men,15
25,50 Kilometres,26,SANDEEP KUMAR,IND,3:57:03,Race Walk men,15
26,50 Kilometres,27,MANISH SINGH,IND,3:57:11,Race Walk men,15
27,50 Kilometres,28,RAFAŁ AUGUSTYN,POL,3:57:30,Race Walk men,15
28,50 Kilometres,29,JAIME QUIYUCH,GUA,3:57:41,Race Walk men,15
29,50 Kilometres,30,DUŠAN MAJDAN,SVK,3:58:57,Race Walk men,15
30,50 Kilometres,31,MATHIEU BILODEAU,CAN,4:01:35,Race Walk men,15
31,50 Kilometres,32,JARKKO KINNUNEN,FIN,4:02:07,Race Walk men,15
32,50 Kilometres,33,MARC MUNDELL,RSA,4:02:41,Race Walk men,15
33,50 Kilometres,34,YUKI YAMAZAKI,JPN,4:03:54,Race Walk men,15
34,50 Kilometres,35,FRANCISCO ARCILLA,ESP,4:07:23,Race Walk men,15
35,50 Kilometres,36,LUIS ÁNGEL SÁNCHEZ,GUA,4:09:26,Race Walk men,15
36,50 Kilometres,37,JOHN NUNN,USA,4:09:44,Race Walk men,15
37,50 Kilometres,38,ARNIS RUMBENIEKS,LAT,4:28:55,Race Walk men,15
0,Hammer Throw,1,DEANNA PRICE,USA,77.54,women,-29
1,Hammer Throw,2,JOANNA FIODOROW,POL,76.35,women,-29
2,Hammer Throw,3,ZHENG WANG,CHN,74.76,women,-29
3,Hammer Throw,4,ZALINA PETRIVSKAYA,MDA,74.33,women,-29
4,Hammer Throw,5,IRYNA KLYMETS,UKR,73.56,women,-29
5,Hammer Throw,6,ALEXANDRA TAVERNIER,FRA,73.33,women,-29
6,Hammer Throw,7,HANNA SKYDAN,AZE,72.83,women,-29
7,Hammer Throw,8,NA LUO,CHN,72.04,women,-29
8,Hammer Throw,9,MARTINA HRAŠNOVÁ,SVK,71.28,women,-29
9,Hammer Throw,10,HANNA MALYSHIK,BLR,71.24,women,-29
10,Hammer Throw,11,ALENA SOBALEVA,BLR,70.45,women,-29
0,Long Jump,1,TIANNA BARTOLETTA,USA,6.89,women,10
1,Long Jump,2,EUNICE BARBER,FRA,6.76,women,10
2,Long Jump,3,YARGERIS SAVIGNE,CUB,6.69,women,10
3,Long Jump,4,ANJU BOBBY GEORGE,IND,6.66,women,10
4,Long Jump,5,OKSANA UDMURTOVA,RUS,6.53,women,10
5,Long Jump,6,GRACE UPSHAW,USA,6.51,women,10
6,Long Jump,7,KELLY SOTHERTON,GBR,6.42,women,10
7,Long Jump,8,JACKIE EDWARDS,BAH,6.42,women,10
8,Long Jump,9,TÜNDE VASZI,HUN,6.32,women,10
9,Long Jump,10,CONCEPCIÓN MONTANER,ESP,6.32,women,10
10,Long Jump,11,ELVA GOULBOURNE,JAM,6.21,women,10
0,Shot Put,1,ADAM NELSON,USA,21.73,men,10
1,Shot Put,2,RUTGER SMITH,NED,21.29,men,10
2,Shot Put,3,RALF BARTELS,GER,20.99,men,10
3,Shot Put,4,CHRISTIAN CANTWELL,USA,20.87,men,10
4,Shot Put,5,JOACHIM OLSEN,DEN,20.73,men,10
5,Shot Put,6,VILLE TIISANOJA,FIN,20.57,men,10
6,Shot Put,7,TOMASZ MAJEWSKI,POL,20.23,men,10
7,Shot Put,8,TEPA REINIKAINEN,FIN,20.09,men,10
8,Shot Put,9,MIKULÁŠ KONOPKA,SVK,19.72,men,10
9,Shot Put,10,CARL MYERSCOUGH,GBR,19.67,men,10
0,Triple Jump,1,CHRISTIAN TAYLOR,USA,17.96,men,13
1,Triple Jump,2,PHILLIPS IDOWU,GBR,17.77,men,13
2,Triple Jump,3,WILL CLAYE,USA,17.5,men,13
3,Triple Jump,4,ALEXIS COPELLO,CUB,17.47,men,13
4,Triple Jump,5,NELSON ÉVORA,POR,17.35,men,13
5,Triple Jump,6,CHRISTIAN OLSSON,SWE,17.23,men,13
6,Triple Jump,7,LEEVAN SANDS,BAH,17.21,men,13
7,Triple Jump,8,BENJAMIN COMPAORÉ,FRA,17.17,men,13
8,Triple Jump,9,HENRY FRAYNE,AUS,16.78,men,13
9,Triple Jump,10,FABRIZIO DONATO,ITA,16.77,men,13
10,Triple Jump,11,YOANDRIS BETANZOS,CUB,16.67,men,13
11,Triple Jump,12,SEREF OSMANOGLU,UKR,16.38,men,13
0,1500 Metres,1,JAKE WIGHTMAN,GBR,3:29.23,men,-26
1,1500 Metres,2,JAKOB INGEBRIGTSEN,NOR,3:29.47,men,-26
2,1500 Metres,3,MOHAMED KATIR,ESP,3:29.90,men,-26
3,1500 Metres,4,MARIO GARCÍA,ESP,3:30.20,men,-26
4,1500 Metres,5,JOSH KERR,GBR,3:30.60,men,-26
5,1500 Metres,6,TIMOTHY CHERUIYOT,KEN,3:30.69,men,-26
6,1500 Metres,7,ABEL KIPSANG,KEN,3:31.21,men,-26
7,1500 Metres,8,TEDDESE LEMI,ETH,3:32.98,men,-26
8,1500 Metres,9,STEWART MCSWEYN,AUS,3:33.24,men,-26
9,1500 Metres,10,MICHAŁ ROZMYS,POL,3:34.58,men,-26
10,1500 Metres,11,IGNACIO FONTES,ESP,3:34.71,men,-26
11,1500 Metres,12,JOSHUA THOMPSON,USA,3:35.57,men,-26
0,35 Kilometres,1,KIMBERLY GARCÍA LEÓN,PER,2:39:16,Race Walk women,-26
1,35 Kilometres,2,KATARZYNA ZDZIEBŁO,POL,2:40:03,Race Walk women,-26
2,35 Kilometres,3,SHIJIE QIEYANG,CHN,2:40:37,Race Walk women,-26
3,35 Kilometres,4,ANTIGONI NTRISMPIOTI,GRE,2:41:58,Race Walk women,-26
4,35 Kilometres,5,RAQUEL GONZÁLEZ,ESP,2:42:27,Race Walk women,-26
5,35 Kilometres,6,LAURA GARCÍA-CARO,ESP,2:42:45,Race Walk women,-26
6,35 Kilometres,7,MAOCUO LI,CHN,2:44:28,Race Walk women,-26
7,35 Kilometres,8,VIVIANE LYRA,BRA,2:45:02,Race Walk women,-26
8,35 Kilometres,9,SERENA SONODA,JPN,2:45:09,Race Walk women,-26
9,35 Kilometres,10,LAMEI YIN,CHN,2:46:02,Race Walk women,-26
10,35 Kilometres,11,OLGA NIEDZIAŁEK,POL,2:49:43,Race Walk women,-26
11,35 Kilometres,12,MAGALY BONILLA,ECU,2:50:39,Race Walk women,-26
12,35 Kilometres,13,INÊS HENRIQUES,POR,2:51:12,Race Walk women,-26
13,35 Kilometres,14,NADIA LIZETH GONZALEZ MONJARREZ,MEX,2:52:06,Race Walk women,-26
14,35 Kilometres,15,MIRNA ORTÍZ,GUA,2:54:00,Race Walk women,-26
15,35 Kilometres,16,PAOLA PÉREZ,ECU,2:54:15,Race Walk women,-26
16,35 Kilometres,17,GALINA YAKUSHEVA,KAZ,2:54:50,Race Walk women,-26
17,35 Kilometres,18,EVELYN INGA,PER,2:56:04,Race Walk women,-26
18,35 Kilometres,19,VITÓRIA OLIVEIRA,POR,2:57:37,Race Walk women,-26
19,35 Kilometres,20,ELISA NEUVONEN,FIN,2:57:42,Race Walk women,-26
20,35 Kilometres,21,ALEJANDRA ORTEGA,MEX,2:58:46,Race Walk women,-26
21,35 Kilometres,22,MARIA MICHTA-COFFEY,USA,2:58:51,Race Walk women,-26
22,35 Kilometres,23,HANA BURZALOVÁ,SVK,2:59:32,Race Walk women,-26
23,35 Kilometres,24,STEPHANIE CASEY,USA,3:00:54,Race Walk women,-26
24,35 Kilometres,25,YASURY PALACIOS,GUA,3:01:16,Race Walk women,-26
25,35 Kilometres,26,ANA VERONICA RODEAN,ROU,3:01:29,Race Walk women,-26
26,35 Kilometres,27,EFSTATHIA KOURKOUTSAKI,GRE,3:02:27,Race Walk women,-26
27,35 Kilometres,28,AURA LIBERTAD MORALES,MEX,3:04:50,Race Walk women,-26
28,35 Kilometres,29,MIRANDA MELVILLE,USA,3:05:31,Race Walk women,-26
29,35 Kilometres,30,ELIANAY PEREIRA,BRA,3:05:39,Race Walk women,-26
30,35 Kilometres,31,MAYARA LUIZE VICENTAINER,BRA,3:06:10,Race Walk women,-26
31,35 Kilometres,32,EMA HAČUNDOVÁ,SVK,3:07:02,Race Walk women,-26
32,35 Kilometres,33,JAANETH MAMANI ROQUE,BOL,3:07:16,Race Walk women,-26
33,35 Kilometres,34,KELLY RUDDICK,AUS,3:11:55,Race Walk women,-26
34,35 Kilometres,35,SANDRA SILVA,POR,3:17:23,Race Walk women,-26
0,Marathon,1,GOTYTOM GEBRESLASE,ETH,2:18:11,women,-26
1,Marathon,2,JUDITH JEPTUM KORIR,KEN,2:18:20,women,-26
2,Marathon,3,LONAH CHEMTAI SALPETER,ISR,2:20:18,women,-26
3,Marathon,4,NAZRET WELDU,ERI,2:20:29,women,-26
4,Marathon,5,SARA HALL,USA,2:22:10,women,-26
5,Marathon,6,ANGELA TANUI,KEN,2:22:15,women,-26
6,Marathon,7,EMMA BATES,USA,2:23:18,women,-26
7,Marathon,8,KEIRA D'AMATO,USA,2:23:34,women,-26
8,Marathon,9,MIZUKI MATSUDA,JPN,2:23:49,women,-26
9,Marathon,10,CITLALI MOSCOTE,MEX,2:26:33,women,-26
10,Marathon,11,DESHUN ZHANG,CHN,2:28:11,women,-26
11,Marathon,12,JESS PIASECKI,GBR,2:28:41,women,-26
12,Marathon,13,LESLIE SEXTON,CAN,2:28:52,women,-26
13,Marathon,14,SARAH KLEIN,AUS,2:30:10,women,-26
14,Marathon,15,MILITSA MIRCHEVA,BUL,2:30:20,women,-26
15,Marathon,16,ALISA VAINIO,FIN,2:30:29,women,-26
16,Marathon,17,TEREZA HROCHOVÁ,CZE,2:30:39,women,-26
17,Marathon,18,RISPER GESABWA,MEX,2:30:47,women,-26
18,Marathon,19,MIEKE GORISSEN,BEL,2:31:06,women,-26
19,Marathon,20,BEVERLY RAMOS,PUR,2:31:10,women,-26
20,Marathon,21,ZHANNA MAMAZHANOVA,KAZ,2:31:15,women,-26
21,Marathon,22,ZHIXUAN LI,CHN,2:31:20,women,-26
22,Marathon,23,MAOR TIYOURI,ISR,2:31:54,women,-26
23,Marathon,24,HANNA LINDHOLM,SWE,2:32:08,women,-26
24,Marathon,25,CAROLINA WIKSTRÖM,SWE,2:32:24,women,-26
25,Marathon,26,KINSEY MIDDLETON,CAN,2:32:56,women,-26
26,Marathon,27,ÉLISSA LEGAULT,CAN,2:37:35,women,-26
27,Marathon,28,ADRIJANA POP ARSOVA,MKD,2:41:20,women,-26
28,Marathon,29,KIT CHING YIU,HKG,2:43:13,women,-26
29,Marathon,30,MUNKHZAYA BAYARTSOGT,MGL,2:46:09,women,-26
30,Marathon,31,CHUN-YU TSAO,TPE,2:47:02,women,-26
31,Marathon,32,AYDEE HUAMAN,PER,3:04:16,women,-26
0,Pole Vault,1,SERGEY BUBKA,UKR,5.92,men,5
1,Pole Vault,2,MAKSIM TARASOV,RUS,5.86,men,5
2,Pole Vault,3,JEAN GALFIONE,FRA,5.86,men,5
3,Pole Vault,4,OKKERT BRITS,RSA,5.8,men,5
4,Pole Vault,5,RADION GATAULLIN,RUS,5.7,men,5
5,Pole Vault,6,SCOTT HUFFMAN,USA,5.7,men,5
6,Pole Vault,7,IGOR TRANDENKOV,RUS,5.7,men,5
7,Pole Vault,8,DEAN STARKEY,USA,5.6,men,5
8,Pole Vault,9,ANDREI TIVONTSCHIK,GER,5.6,men,5
9,Pole Vault,9,IGOR POTAPOVICH,KAZ,5.6,men,5
10,Pole Vault,11,TIM LOBINGER,GER,5.4,men,5
0,Discus Throw,1,ELLINA ZVEREVA,BLR,68.64,women,5
1,Discus Throw,2,ILKE WYLUDDA,GER,67.2,women,5
2,Discus Throw,3,OLGA CHERNYAVSKAYA,RUS,66.86,women,5
3,Discus Throw,4,MARITZA MARTÉN,CUB,64.36,women,5
4,Discus Throw,5,NATALYA SADOVA,RUS,62.6,women,5
5,Discus Throw,6,METTE BERGMANN,NOR,62.48,women,5
6,Discus Throw,7,FRANKA DIETZSCH,GER,61.28,women,5
7,Discus Throw,8,LYUDMILA FILIMONOVA,BLR,61.16,women,5
8,Discus Throw,9,IRYNA YATCHENKO,BLR,60.48,women,5
9,Discus Throw,10,BÁRBARA HECHAVARRÍA,CUB,58.98,women,5
10,Discus Throw,11,ANASTASÍA KELESÍDOU,GRE,58.96,women,5
11,Discus Throw,12,DANIELA COSTIAN,AUS,56.46,women,5
0,"10,000 Metres",1,VIVIAN JEPKEMOI CHERUIYOT,KEN,30:48.98,women,13
1,"10,000 Metres",2,SALLY KIPYEGO,KEN,30:50.04,women,13
2,"10,000 Metres",3,LINET CHEPKWEMOI MASAI,KEN,30:53.59,women,13
3,"10,000 Metres",4,PRISCAH JEPLETING CHERONO,KEN,30:56.43,women,13
4,"10,000 Metres",5,MESELECH MELKAMU,ETH,30:56.55,women,13
5,"10,000 Metres",6,SHITAYE ESHETE,BRN,31:21.57,women,13
6,"10,000 Metres",7,SHALANE FLANAGAN,USA,31:25.57,women,13
7,"10,000 Metres",8,DULCE FÉLIX,POR,31:37.03,women,13
8,"10,000 Metres",9,JENNIFER RHINES,USA,31:47.59,women,13
9,"10,000 Metres",10,JESSICA AUGUSTO,POR,32:06.68,women,13
10,"10,000 Metres",11,TIGIST KIROS,ETH,32:11.37,women,13
11,"10,000 Metres",12,CHRISTELLE DAUNAY,FRA,32:22.20,women,13
12,"10,000 Metres",13,KARA GOUCHER,USA,32:29.58,women,13
13,"10,000 Metres",14,HIKARI YOSHIMOTO,JPN,32:32.22,women,13
14,"10,000 Metres",15,KAYO SUGIHARA,JPN,32:53.89,women,13
15,"10,000 Metres",16,KRISZTINA PAPP,HUN,32:56.02,women,13
16,"10,000 Metres",17,MEGUMI KINUKAWA,JPN,34:08.37,women,13
0,Hammer Throw,1,KOJI MUROFUSHI,JPN,81.24,men,13
1,Hammer Throw,2,KRISZTIÁN PARS,HUN,81.18,men,13
2,Hammer Throw,3,PRIMOŽ KOZMUS,SLO,79.39,men,13
3,Hammer Throw,4,MARKUS ESSER,GER,79.12,men,13
4,Hammer Throw,5,PAVEL KRYVITSKI,BLR,78.53,men,13
5,Hammer Throw,6,KIRILL IKONNIKOV,RUS,78.37,men,13
6,Hammer Throw,7,SZYMON ZIÓLKOWSKI,POL,77.64,men,13
7,Hammer Throw,8,NICOLA VIZZONI,ITA,77.04,men,13
8,Hammer Throw,9,OLLI-PEKKA KARJALAINEN,FIN,76.6,men,13
9,Hammer Throw,10,DILSHOD NAZAROV,TJK,76.58,men,13
10,Hammer Throw,11,PAWEŁ FAJDEK,POL,75.2,men,13
0,4x100 Metres,1,GERMAN DEMOCRATIC REPUBLIC,GDR,41.76,Relay women,1
1,4x100 Metres,2,GREAT BRITAIN & N.I.,GBR,42.71,Relay women,1
2,4x100 Metres,3,JAMAICA,JAM,42.73,Relay women,1
3,4x100 Metres,4,BULGARIA,BUL,42.93,Relay women,1
4,4x100 Metres,5,CANADA,CAN,43.05,Relay women,1
5,4x100 Metres,6,USSR,URS,43.22,Relay women,1
6,4x100 Metres,7,FRANCE,FRA,43.4,Relay women,1
7,4x100 Metres,8,CZECHOSLOVAKIA,TCH,43.78,Relay women,1
0,Pole Vault,1,SERGEY BUBKA,URS,5.70,men,1
1,Pole Vault,2,KONSTANTIN VOLKOV,URS,5.60,men,1
2,Pole Vault,3,ATANAS TAREV,BUL,5.60,men,1
3,Pole Vault,4,TADEUSZ SLUSARSKI,POL,5.55,men,1
4,Pole Vault,5,TOMAS VALDEMAR HINTNAUS,BRA,5.50,men,1
5,Pole Vault,6,PATRICK ABADA,FRA,5.50,men,1
6,Pole Vault,7,MIRO ZALAR,SWE,5.50,men,1
7,Pole Vault,8,THIERRY VIGNERON,FRA,5.40,men,1
8,Pole Vault,8,WLADYSLAW KOZAKIEWICZ,POL,5.40,men,1
9,Pole Vault,10,VLADIMIR POLYAKOV,URS,5.40,men,1
10,Pole Vault,10,FELIX BÖHNI,SUI,5.40,men,1
11,Pole Vault,10,FRANTIŠEK JANSA,TCH,5.40,men,1
12,Pole Vault,13,JEFF BUCKINGHAM,USA,5.40,men,1
13,Pole Vault,14,VEIJO VANNESLUOMA,FIN,5.40,men,1
14,Pole Vault,15,GÜNTHER LOHRE,FRG,5.25,men,1
15,Pole Vault,15,WEIQIANG LIANG,CHN,5.25,men,1
16,Pole Vault,17,JÜRGEN WINKLER,FRG,5.25,men,1
17,Pole Vault,18,TIMO KUUSISTO,FIN,5.25,men,1
18,Pole Vault,19,TOMOMI TAKAHASHI,JPN,5.25,men,1
19,Pole Vault,20,ALBERTO RUIZ,ESP,5.10,men,1
0,Discus Throw,1,GERD KANTER,EST,68.94,men,11
1,Discus Throw,2,ROBERT HARTING,GER,66.68,men,11
2,Discus Throw,3,RUTGER SMITH,NED,66.42,men,11
3,Discus Throw,4,VIRGILIJUS ALEKNA,LTU,65.24,men,11
4,Discus Throw,5,GÁBOR MÁTÉ,HUN,64.71,men,11
5,Discus Throw,6,OMAR AHMED EL GHAZALY,EGY,64.58,men,11
6,Discus Throw,7,EHSAN HADADI,IRI,64.53,men,11
7,Discus Throw,8,ALEKSANDER TAMMERT,EST,64.33,men,11
8,Discus Throw,9,ZOLTÁN KÖVÁGÓ,HUN,63.04,men,11
9,Discus Throw,10,MARIO PESTANO,ESP,62.7,men,11
10,Discus Throw,11,RASHID SHAFI AL-DOSARI,QAT,62.6,men,11
11,Discus Throw,12,PIOTR MAŁACHOWSKI,POL,60.77,men,11
0,High Jump,1,DONALD THOMAS,BAH,2.35,men,11
1,High Jump,2,YAROSLAV RYBAKOV,RUS,2.35,men,11
2,High Jump,3,KYRIAKOS IOANNOU,CYP,2.35,men,11
3,High Jump,4,STEFAN HOLM,SWE,2.33,men,11
4,High Jump,5,TOMÁŠ JANKU,CZE,2.3,men,11
5,High Jump,5,VÍCTOR MOYA,CUB,2.3,men,11
6,High Jump,7,EIKE ONNEN,GER,2.26,men,11
7,High Jump,8,JAROSLAV BÁBA,CZE,2.26,men,11
8,High Jump,9,KABELO KGOSIEMANG,BOT,2.26,men,11
9,High Jump,10,TOM PARSONS,GBR,2.26,men,11
10,High Jump,11,MICHAL BIENIEK,POL,2.21,men,11
11,High Jump,11,ANDREY SILNOV,RUS,2.21,men,11
12,High Jump,13,JESSÉ DE LIMA,BRA,2.21,men,11
13,High Jump,14,MARTYN BERNARD,GBR,2.21,men,11
14,High Jump,15,LINUS THÖRNBLAD,SWE,2.16,men,11
0,Hammer Throw,1,IVAN TIKHON,BLR,83.05,men,9
1,Hammer Throw,2,ADRIÁN ANNUS,HUN,80.36,men,9
2,Hammer Throw,3,KOJI MUROFUSHI,JPN,80.12,men,9
3,Hammer Throw,4,ANDRIY SKVARUK,UKR,79.68,men,9
4,Hammer Throw,5,PRIMOŽ KOZMUS,SLO,79.68,men,9
5,Hammer Throw,6,ILYA KONOVALOV,RUS,78.55,men,9
6,Hammer Throw,7,VADIM DEVYATOVSKIY,BLR,78.13,men,9
7,Hammer Throw,8,ALEXANDROS PAPADIMITRIOU,GRE,77.79,men,9
8,Hammer Throw,9,MILOSLAV KONOPKA,SVK,75.86,men,9
9,Hammer Throw,10,STUART RENDELL,AUS,75.72,men,9
10,Hammer Throw,11,NICOLAS FIGÈRE,FRA,74.06,men,9
0,1500 Metres,1,STEVE CRAM,GBR,3:41.59,men,1
1,1500 Metres,2,STEVE SCOTT,USA,3:41.87,men,1
2,1500 Metres,3,SAÏD AOUITA,MAR,3:42.02,men,1
3,1500 Metres,4,STEVE OVETT,GBR,3:42.34,men,1
4,1500 Metres,5,JOSÉ MANUEL ABASCAL,ESP,3:42.47,men,1
5,1500 Metres,6,PIERRE DÉLÈZE,SUI,3:43.69,men,1
